location,total_sqft,bath,balcony,price,bhk,per_squre_price
Yelahanka,2100.0,4.0,1.0,180.0,4,8571.42857142857
Koramangala,1410.0,2.0,0.0,280.0,4,19858.156028368798
Ramamurthy Nagar,1300.0,2.0,2.0,52.0,3,4000.0
Sahakara Nagar,1150.0,2.0,1.0,54.0,2,4695.652173913043
Nagawara Junction,1080.0,2.0,2.0,38.0,2,3518.5185185185187
7th Phase JP Nagar,1270.0,2.0,2.0,93.0,2,7322.834645669292
Hulimavu,1255.0,2.0,2.0,69.0,2,5498.00796812749
Whitefield,1220.0,2.0,1.0,55.0,2,4508.196721311476
Balagere,1012.0,2.0,1.0,75.0,2,7411.067193675889
Yelahanka,697.0,1.0,1.0,35.0,1,5021.520803443329
Seetharampalya,1350.0,3.0,2.0,68.0,3,5037.037037037037
Nandini Layout,1200.0,2.0,1.0,110.0,2,9166.666666666666
Hadosiddapura,1090.0,2.0,2.0,55.0,2,5045.871559633028
Chandapura,1200.0,3.0,1.0,79.0,5,6583.333333333333
Kodipalya,1440.0,4.0,0.0,88.0,4,6111.111111111111
Yeshwanthpur,994.0,2.0,0.0,54.67,1,5500.0
Jayanti Nagar,760.0,2.0,1.0,37.49,2,4932.894736842105
Bisuvanahalli,1075.0,2.0,1.0,37.0,3,3441.860465116279
Ramamurthy Nagar,1170.0,2.0,2.0,46.8,2,4000.0
Electronic City,2010.0,3.0,2.0,201.0,3,10000.0
HSR Layout,1127.0,2.0,1.0,68.0,2,6033.717834960071
JP Nagar,2700.0,4.0,1.0,160.0,7,5925.925925925926
Balagere,1012.0,2.0,1.0,53.58,2,5294.466403162055
Jigani,918.0,2.0,2.0,50.0,2,5446.623093681917
Cottonpet,958.0,3.0,1.0,210.0,5,21920.668058455118
Dodda Nekkundi Extension,1864.0,3.0,2.0,120.0,3,6437.768240343347
Thanisandra,2050.0,3.0,1.0,145.0,3,7073.170731707317
Brookefield,1389.0,2.0,2.0,94.0,2,6767.458603311735
Frazer Town,2000.0,3.0,1.0,200.0,3,10000.0
Bellandur,1310.0,2.0,2.0,85.0,2,6488.5496183206105
Bommenahalli,,3.0,1.0,232.0,3,
Hormavu,1166.0,2.0,2.0,34.97,3,2999.1423670668955
Electronic City,1210.0,2.0,1.0,55.0,2,4545.454545454545
Kanakpura Road,1603.0,3.0,3.0,113.0,3,7049.282595134124
Udaya Nagar,1000.0,1.0,1.0,75.0,2,7500.0
Attur Layout,2400.0,4.0,2.0,200.0,3,8333.333333333334
Yelahanka,1065.0,2.0,1.0,41.38,2,3885.446009389672
Electronics City Phase 1,580.0,1.0,1.0,27.0,1,4655.172413793103
Whitefield,1720.0,3.0,3.0,100.0,3,5813.953488372093
Harlur,1755.0,3.0,2.0,117.0,3,6666.666666666667
Anekal,456.0,1.0,1.0,15.0,1,3289.4736842105262
Frazer Town,,3.0,1.0,180.0,3,
Bannerghatta Road,3000.0,4.0,2.0,140.0,4,4666.666666666667
Laggere,1200.0,1.0,1.0,48.0,1,4000.0
Sanjay nagar,1200.0,2.0,1.0,76.0,3,6333.333333333333
BTM 2nd Stage,1274.0,2.0,2.0,70.0,2,5494.505494505494
Whitefield,1205.0,2.0,2.0,58.0,2,4813.278008298756
Vajarahalli,600.0,3.0,1.0,86.0,5,14333.333333333334
Atmananda Colony,1200.0,2.0,1.0,56.0,2,4666.666666666667
Chelekare,1250.0,2.0,1.0,62.4,2,4992.0
Rajaji Nagar,2500.0,3.0,3.0,350.0,3,14000.0
Thanisandra,1296.0,2.0,3.0,80.0,2,6172.83950617284
TC Palaya,1082.0,2.0,2.0,64.0,2,5914.972273567468
Whitefield,1990.0,3.0,3.0,98.0,3,4924.62311557789
Hosa Road,1513.0,3.0,1.0,103.0,3,6807.666886979511
Marathahalli,1102.0,2.0,2.0,53.67,2,4870.235934664247
Narasapura,,2.0,2.0,29.5,2,
Vishveshwarya Layout,4000.0,7.0,2.0,225.0,7,5625.0
CMH Road,2665.0,3.0,1.0,350.0,3,13133.208255159474
Virat Nagar,1215.0,2.0,2.0,49.75,3,4094.650205761317
Nagavarapalya,1392.0,2.0,1.0,99.0,2,7112.068965517241
Yelahanka,1120.0,2.0,2.0,55.0,2,4910.714285714285
Langford Town,,4.0,2.0,211.0,4,
Kammagondahalli,1263.0,2.0,1.0,51.5,2,4077.593032462391
Malleshwaram,4000.0,4.0,2.0,1100.0,4,27500.0
Kanakapura,1110.0,2.0,2.0,38.85,2,3500.0
Ramamurthy Nagar,1208.0,2.0,2.0,43.5,3,3600.9933774834435
Kachanayakanahalli,861.0,2.0,1.0,35.0,2,4065.040650406504
Nagarbhavi,1200.0,5.0,1.0,260.0,5,21666.666666666668
Kothanur,1187.0,2.0,2.0,58.0,2,4886.2679022746415
Kaval Byrasandra,750.0,4.0,3.0,110.0,4,14666.666666666666
Nagondanahalli,1207.0,2.0,2.0,43.5,2,3603.976801988401
Bharathi Nagar,1384.0,2.0,2.0,59.0,2,4263.005780346821
Kanakpura Road,1339.0,2.0,3.0,75.0,2,5601.194921583271
Mysore Road,1200.0,2.0,3.0,65.0,2,5416.666666666667
Horamavu Agara,1200.0,2.0,0.0,95.0,4,7916.666666666667
Sarjapur  Road,1929.0,4.0,1.0,103.0,3,5339.554173146708
3rd Phase Iti Layout,1145.0,2.0,1.0,63.0,2,5502.183406113537
Hal old airport road,1200.0,3.0,2.0,110.0,3,9166.666666666666
Bannerghatta Road,1640.0,2.0,1.0,120.0,3,7317.073170731707
Ulsoor,36000.0,4.0,2.0,450.0,4,1250.0
Shanthala Nagar,1450.0,1.0,0.0,230.0,2,15862.06896551724
Raja Rajeshwari Nagar,1630.0,3.0,2.0,60.65,3,3720.858895705521
Pattandur Agrahara,1247.0,2.0,1.0,59.8,2,4795.50922213312
Sonnenahalli,1610.0,3.0,2.0,80.48,3,4998.757763975155
Bagalur,1200.0,2.0,3.0,50.0,2,4166.666666666667
Gattahalli,1240.0,2.0,1.0,63.0,3,5080.645161290323
Naganathapura,1143.0,2.0,1.0,62.0,2,5424.321959755031
Hormavu,1385.0,2.0,1.0,69.25,3,5000.0
Electronic City Phase II,1310.0,2.0,2.0,37.83,3,2887.7862595419847
Sarjapur  Road,3500.0,3.0,2.0,275.0,3,7857.142857142857
Sarjapur  Road,2750.0,5.0,1.0,240.0,4,8727.272727272728
Kanakpura Road,1005.0,2.0,1.0,36.68,2,3649.751243781095
Whitefield,1500.0,6.0,3.0,155.0,5,10333.333333333334
Kudlu Gate,1215.0,2.0,1.0,44.96,2,3700.411522633745
tc.palya,1400.0,2.0,1.0,78.0,3,5571.428571428572
Hoodi,1559.0,3.0,1.0,81.55,3,5230.917254650417
Gubbalala,1470.0,2.0,2.0,82.0,3,5578.231292517007
Sector 6 HSR Layout,3800.0,3.0,0.0,580.0,3,15263.157894736842
Ulsoor,1255.0,2.0,3.0,120.0,2,9561.752988047809
Thanisandra,1595.0,3.0,1.0,105.0,3,6583.07210031348
Whitefield,1140.0,2.0,2.0,39.0,2,3421.0526315789475
Hormavu,1200.0,2.0,0.0,73.0,2,6083.333333333333
Hennur,1231.0,2.0,2.0,48.0,2,3899.268887083672
Chamrajpet,1080.0,4.0,2.0,250.0,4,23148.14814814815
Uttarahalli,1390.0,2.0,2.0,61.16,3,4400.0
Thurahalli,1200.0,5.0,0.0,195.0,5,16250.0
Sarjapur  Road,1308.0,2.0,1.0,83.0,2,6345.565749235474
Wilson Garden,1680.0,3.0,3.0,135.0,3,8035.714285714285
Binny Pete,2940.0,6.0,2.0,201.0,4,6836.734693877551
Whitefield,1558.0,3.0,2.0,90.0,3,5776.636713735558
Haralur Road,1056.0,2.0,1.0,65.0,2,6155.30303030303
1st Block Koramangala,3000.0,5.0,3.0,500.0,4,16666.666666666668
HRBR Layout,1335.0,2.0,1.0,87.0,3,6516.853932584269
Medahalli,700.0,1.0,0.0,41.0,1,5857.142857142857
Jeevan bima nagar,1210.0,4.0,2.0,160.0,5,13223.140495867769
Bellandur,1000.0,2.0,2.0,50.0,2,5000.0
Vasanthapura,1135.0,2.0,1.0,39.73,2,3500.440528634361
M.G Road,1250.0,2.0,0.0,200.0,2,16000.0
Kaikondrahalli,1220.0,3.0,2.0,56.0,3,4590.163934426229
Akshaya Nagar,1300.0,2.0,1.0,54.0,2,4153.846153846154
Judicial Layout,,6.0,3.0,400.0,5,
Kodichikkanahalli,1620.0,2.0,2.0,85.0,3,5246.913580246914
KR Puram,1200.0,2.0,0.0,90.0,2,7500.0
Sarjapur  Road,3430.0,6.0,0.0,228.5,4,6661.807580174927
Uttarahalli,882.0,2.0,1.0,30.0,2,3401.360544217687
Electronic City Phase II,1266.0,2.0,2.0,59.0,2,4660.347551342812
Bannerghatta Road,905.0,2.0,1.0,65.0,2,7182.32044198895
Banashankari Stage II,1245.0,2.0,1.0,125.0,2,10040.16064257028
Bannerghatta Road,1654.0,3.0,2.0,100.0,3,6045.949214026602
Maragondanahalli,1540.0,3.0,2.0,68.0,3,4415.584415584415
Marathahalli,1095.0,2.0,1.0,60.0,2,5479.45205479452
Hiremath Layout,1140.0,2.0,2.0,56.0,2,4912.2807017543855
Marasandra,1000.0,2.0,1.0,31.0,2,3100.0
KR Puram,750.0,2.0,0.0,40.0,2,5333.333333333333
Thanisandra,1185.0,2.0,2.0,43.0,2,3628.691983122362
Ulsoor,2135.0,3.0,2.0,170.0,3,7962.529274004683
Kengeri Satellite Town,654.0,1.0,1.0,22.0,1,3363.914373088685
Nagarbhavi,1635.0,3.0,3.0,85.0,3,5198.7767584097855
9th Phase JP Nagar,1466.0,2.0,2.0,71.0,2,4843.110504774898
Nagarbhavi,1850.0,3.0,2.0,90.0,3,4864.864864864865
Pattandur Agrahara,797.0,2.0,1.0,32.0,2,4015.056461731493
Battarahalli,1945.0,3.0,2.0,97.42,3,5008.740359897172
Kundalahalli Colony,1505.0,2.0,2.0,90.0,2,5980.066445182724
Arehalli,1229.0,3.0,1.0,86.03,3,7000.0
Thanisandra,1996.0,3.0,2.0,135.0,3,6763.527054108216
Hennur Road,1904.0,3.0,2.0,120.0,3,6302.5210084033615
Hegde Nagar,1570.0,3.0,1.0,105.0,3,6687.898089171975
Kurubarahalli,600.0,4.0,0.0,77.0,4,12833.333333333334
Hebbal,3758.0,4.0,2.0,450.0,4,11974.454497072911
Ramagondanahalli,3350.0,3.0,3.0,150.0,3,4477.611940298508
Kammagondahalli,1347.0,2.0,2.0,55.0,3,4083.147735708983
Hosa Road,1470.0,2.0,2.0,84.22,3,5729.251700680272
Ashwathnagar,2197.0,4.0,3.0,280.0,3,12744.651797906236
Hennur Road,1445.0,2.0,1.0,89.56,3,6197.923875432526
Dodda Nekkundi Extension,1188.0,2.0,3.0,73.0,2,6144.781144781145
Malleshwaram,6500.0,4.0,3.0,1400.0,4,21538.46153846154
Gunjur Palya,1050.0,2.0,1.0,43.0,2,4095.238095238096
Tasker Town,1100.0,2.0,0.0,106.0,2,9636.363636363636
"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3,4849.600982197668
Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186
Singapura Village,2230.0,4.0,1.0,130.0,4,5829.596412556054
Budigere,1820.0,3.0,2.0,99.0,3,5439.56043956044
Basavanna Nagar,1450.0,3.0,2.0,90.0,3,6206.896551724138
Bellandur,2039.0,3.0,2.0,168.0,3,8239.333006375675
Raja Rajeshwari Nagar,1140.0,2.0,1.0,48.7,2,4271.929824561404
Bikasipura,2400.0,4.0,2.0,280.0,6,11666.666666666666
Sanjay nagar,1000.0,2.0,2.0,70.0,2,7000.0
Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
"Off Sarjapur Road, ",2600.0,3.0,2.0,147.0,3,5653.846153846154
Kasturi Nagar,1567.0,2.0,2.0,92.0,2,5871.091257179323
Electronic City,1105.0,2.0,1.0,35.0,3,3167.420814479638
Sadanand Nagar,2700.0,3.0,3.0,200.0,3,7407.407407407408
Whitefield,1345.0,2.0,2.0,57.0,3,4237.918215613383
Basavangudi,1200.0,2.0,3.0,120.0,2,10000.0
Uttarahalli,1045.0,2.0,1.0,45.0,2,4306.22009569378
Jigani,1300.0,3.0,3.0,150.0,3,11538.46153846154
Green Domain Layout,2100.0,3.0,3.0,170.0,3,8095.238095238095
Basaveshwara Nagar,700.0,4.0,2.0,125.0,4,17857.14285714286
Sidedahalli,882.0,3.0,0.0,72.0,4,8163.265306122449
Yelahanka,1610.0,3.0,1.0,115.0,3,7142.857142857143
Battarahalli,1090.0,2.0,2.0,38.37,2,3520.183486238532
Whitefield,1216.0,2.0,1.0,79.0,2,6496.710526315789
Bommenahalli,1232.0,3.0,1.0,96.0,3,7792.207792207792
 Devarachikkanahalli,1700.0,3.0,1.0,71.0,3,4176.470588235294
BTM 2nd Stage,1200.0,2.0,0.0,35.0,2,2916.6666666666665
Nagavara,440.0,3.0,1.0,35.0,3,7954.545454545455
Rajaji Nagar,1200.0,2.0,0.0,150.0,2,12500.0
Amruthahalli,600.0,1.0,1.0,55.0,1,9166.666666666666
Varthur,674.0,1.0,1.0,19.9,2,2952.522255192878
Sunkadakatte,600.0,1.0,0.0,24.0,1,4000.0
Raja Rajeshwari Nagar,1530.0,3.0,3.0,51.77,3,3383.6601307189544
CV Raman Nagar,1726.0,3.0,3.0,145.0,3,8400.92699884125
TC Palaya,1100.0,3.0,1.0,50.0,3,4545.454545454545
Kanakpura Road,700.0,2.0,1.0,35.07,2,5010.0
Cooke Town,2572.0,3.0,3.0,390.0,3,15163.297045101088
Vijaypura,1200.0,5.0,1.0,150.0,4,12500.0
Kadubeesanahalli,1184.0,2.0,1.0,55.0,2,4645.27027027027
Raja Rajeshwari Nagar,3000.0,3.0,2.0,60.0,3,2000.0
Kanakapura,1500.0,3.0,3.0,125.0,3,8333.333333333334
Electronic City,660.0,1.0,1.0,15.5,2,2348.4848484848485
Hoodi,1837.0,3.0,1.0,110.0,3,5988.023952095808
JP Nagar,3000.0,3.0,2.0,150.0,4,5000.0
HBR Layout,1800.0,2.0,1.0,230.0,3,12777.777777777776
Sultan Palaya,1009.0,2.0,1.0,65.0,2,6442.021803766105
St. John's Road,824.0,2.0,0.0,60.0,2,7281.553398058252
Old Madras Road,2300.0,3.0,2.0,142.0,3,6173.913043478261
Whitefield,1768.0,3.0,2.0,101.0,3,5712.669683257918
Hoskote,900.0,5.0,2.0,110.0,5,12222.222222222224
Bannerghatta Road,1460.0,2.0,2.0,80.0,3,5479.45205479452
Yelahanka,1175.0,2.0,1.0,67.77,2,5767.659574468085
Bellandur,1420.0,3.0,2.0,62.0,3,4366.197183098591
Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2,6399.317406143345
Gottigere,1385.0,3.0,2.0,64.0,3,4620.938628158845
Yeshwanthpur,1400.0,2.0,2.0,100.0,2,7142.857142857143
Huskur,1140.0,2.0,1.0,32.92,2,2887.719298245614
Whitefield,2882.0,5.0,1.0,158.0,4,5482.303955586398
Thanisandra,777.0,1.0,0.0,38.46,1,4949.80694980695
Attibele,450.0,1.0,1.0,12.5,1,2777.777777777778
Basapura,1540.0,2.0,2.0,70.0,3,4545.454545454545
Brookefield,1089.0,2.0,1.0,49.0,2,4499.540863177227
Kammasandra,985.0,2.0,1.0,40.5,2,4111.675126903553
Kavika Layout,1800.0,6.0,2.0,101.0,6,5611.111111111111
Dasanapura,1163.0,2.0,1.0,65.0,2,5588.993981083405
Tumkur Road,700.0,1.0,0.0,30.09,1,4298.571428571428
Marathahalli,1350.0,2.0,1.0,86.0,2,6370.37037037037
Koramangala,1744.0,3.0,1.0,200.0,3,11467.88990825688
Thanisandra,662.0,1.0,1.0,29.0,1,4380.664652567976
Kadugodi,2760.0,4.0,2.0,290.0,4,10507.246376811594
Devanahalli,1290.0,2.0,1.0,62.0,3,4806.201550387597
Chokkanahalli,1266.67,2.0,0.0,69.0,2,5447.3540859103
Kanakpura Road,1339.0,2.0,2.0,71.5,2,5339.805825242718
Binny Pete,1755.0,3.0,1.0,122.0,3,6951.566951566952
Hoodi,1055.0,2.0,1.0,57.63,2,5462.559241706161
Whitefield,1340.0,2.0,1.0,77.0,2,5746.268656716418
Begur Road,1200.0,2.0,2.0,44.0,2,3666.6666666666665
Kodbisanhalli,1012.0,2.0,1.0,62.0,2,6126.482213438735
Uttarahalli,1135.0,2.0,2.0,39.73,3,3500.440528634361
Whitefield,905.0,1.0,1.0,62.0,1,6850.828729281768
Hebbal,3900.0,4.0,2.0,410.0,4,10512.820512820514
Magadi Road,1052.0,2.0,1.0,60.0,3,5703.42205323194
Talaghattapura,2106.0,3.0,3.0,148.0,3,7027.540360873694
Bommasandra,1035.0,2.0,1.0,41.43,2,4002.8985507246375
Sonnenahalli,1100.0,2.0,1.0,44.0,2,4000.0
Banagiri Nagar,1525.0,2.0,3.0,122.0,3,8000.0
Mysore Road,1710.0,4.0,2.0,91.31,3,5339.766081871345
Ramagondanahalli,920.0,2.0,3.0,65.0,2,7065.217391304348
Varanasi,2000.0,4.0,1.0,99.0,5,4950.0
Thanisandra,1427.0,3.0,2.0,120.0,3,8409.250175192712
Electronic City,1096.0,2.0,2.0,39.0,2,3558.394160583942
Uttarahalli,1245.0,2.0,2.0,43.58,3,3500.401606425703
Doddabanahalli,830.0,2.0,2.0,37.0,2,4457.831325301205
Basavangudi,1560.0,2.0,2.0,145.0,2,9294.871794871797
Indira Nagar,1470.0,2.0,2.0,170.0,2,11564.625850340137
Uttarahalli,980.0,2.0,1.0,45.0,2,4591.836734693878
Thanisandra,1380.0,1.0,1.0,62.1,1,4500.0
Whitefield,3445.0,5.0,3.0,270.0,4,7837.44557329463
7th Phase JP Nagar,1300.0,3.0,2.0,89.13,3,6856.153846153846
Mahadevpura,1505.0,3.0,2.0,64.0,3,4252.491694352159
Chikkabanavar,2000.0,4.0,0.0,65.0,5,3250.0
ITI Employees Layout,1200.0,4.0,1.0,230.0,4,19166.666666666668
Banaswadi,1222.0,2.0,2.0,80.0,2,6546.6448445171845
West of Chord Road,1200.0,2.0,1.0,160.0,2,13333.333333333334
Whitefield,2830.0,5.0,3.0,190.0,4,6713.780918727915
Yelahanka,1756.0,3.0,2.0,125.0,3,7118.451025056947
Whitefield,1216.0,2.0,1.0,75.0,2,6167.763157894737
Bannerghatta Road,892.0,2.0,1.0,39.0,2,4372.197309417041
Ulsoor,1180.0,2.0,2.0,100.0,2,8474.57627118644
Sarjapur  Road,10000.0,4.0,2.0,975.0,5,9750.0
Kanakpura Road,1331.0,2.0,1.0,107.0,2,8039.068369646882
JP Nagar,1100.0,2.0,2.0,70.0,2,6363.636363636364
Rajaji Nagar,2390.0,3.0,2.0,410.0,3,17154.81171548117
2nd Stage Nagarbhavi,600.0,4.0,2.0,125.0,4,20833.33333333333
Kanakapura,1090.0,2.0,2.0,32.69,2,2999.08256880734
Harappanahalli,1311.0,2.0,2.0,48.0,2,3661.327231121281
Ambedkar Nagar,1852.0,3.0,2.0,125.0,3,6749.460043196545
Marsur,497.0,1.0,1.0,25.0,2,5030.181086519115
Whitefield,1560.0,2.0,2.0,72.0,3,4615.384615384615
Mudalpalaya,1050.0,4.0,2.0,155.0,6,14761.90476190476
Baba Nagar,1100.0,2.0,2.0,52.0,2,4727.272727272727
Kalyan nagar,1640.0,3.0,3.0,88.0,3,5365.8536585365855
Hebbal,1053.0,2.0,1.0,48.0,2,4558.404558404558
Electronic City,435.0,1.0,1.0,22.0,1,5057.471264367816
Kadugodi,3000.0,4.0,0.0,134.0,4,4466.666666666667
Kanakpura Road,1800.0,3.0,2.0,90.0,3,5000.0
Chikkalasandra,1375.0,2.0,1.0,50.0,3,3636.363636363637
JP Nagar,3860.0,3.0,2.0,402.0,3,10414.507772020725
Kengeri,1082.0,2.0,1.0,49.0,3,4528.650646950093
Kanaka Nagar,750.0,4.0,2.0,90.0,4,12000.0
Mahadevpura,3555.0,4.0,1.0,230.0,4,6469.760900140647
Thanisandra,1411.0,3.0,2.0,100.0,3,7087.172218284904
Dodda Banaswadi,1650.0,3.0,2.0,78.0,3,4727.272727272727
Manorayana Palya,1600.0,2.0,2.0,75.0,3,4687.5
Kasavanhalli,1309.0,2.0,2.0,95.0,2,7257.448433919022
Whitefield,1697.0,3.0,2.0,94.79,3,5585.739540365351
Basavangudi,2200.0,2.0,1.0,162.0,3,7363.636363636364
Whitefield,1285.0,2.0,2.0,55.9,2,4350.194552529183
Cunningham Road,3489.0,3.0,1.0,662.0,3,18973.91802808828
Okalipura,1200.0,4.0,3.0,120.0,5,10000.0
Banagiri Nagar,675.0,6.0,2.0,125.0,6,18518.51851851852
Kadugodi,1920.0,4.0,2.0,200.0,4,10416.666666666666
Jakkuru Layout,1340.0,2.0,2.0,55.7,2,4156.716417910448
Kaverappa Layout,1265.0,2.0,3.0,70.0,2,5533.596837944664
Kanakpura Road,3170.0,4.0,3.0,250.0,4,7886.435331230284
Hosa Road,1318.0,2.0,1.0,85.28,3,6470.40971168437
Marathahalli,1469.0,3.0,1.0,89.0,3,6058.543226684819
Maragondanahalli,1533.0,3.0,2.0,85.0,3,5544.683626875408
Kadugodi,1890.0,4.0,3.0,127.0,3,6719.576719576719
Bellandur,1785.0,3.0,3.0,118.0,3,6610.644257703081
Jakkur,1645.0,3.0,1.0,100.0,3,6079.0273556231
Ashok Nagar,8321.0,5.0,2.0,2912.0,4,34995.79377478668
Banashankari,1750.0,2.0,2.0,89.0,3,5085.714285714285
Kengeri,1160.0,2.0,2.0,40.61,2,3500.862068965517
Chikkathoguru,675.0,3.0,2.0,75.0,3,11111.111111111111
Whitefield,1205.0,2.0,1.0,40.0,2,3319.5020746887967
5th Phase JP Nagar,1725.0,2.0,2.0,100.0,3,5797.101449275362
Arekere,1222.0,2.0,2.0,45.0,2,3682.4877250409168
Malleshwaram,705.0,1.0,2.0,67.0,1,9503.54609929078
Kenchenahalli,1060.0,2.0,2.0,52.0,2,4905.66037735849
Channasandra,1200.0,3.0,1.0,67.77,3,5647.5
Jalahalli,1310.0,2.0,2.0,60.0,3,4580.152671755725
Yeshwanthpur,671.0,1.0,1.0,36.85,1,5491.803278688524
Gottigere,1500.0,3.0,2.0,63.0,3,4200.0
Bannerghatta Road,1655.0,3.0,3.0,95.0,3,5740.181268882176
Sathya Layout,1084.0,2.0,1.0,51.0,2,4704.79704797048
Whitefield,1850.0,3.0,2.0,150.0,3,8108.108108108108
Kaggalipura,700.0,1.0,0.0,38.0,1,5428.571428571428
Gidada Konnenahalli,1200.0,4.0,2.0,240.0,4,20000.0
Shampura,920.0,2.0,0.0,90.0,4,9782.608695652174
7th Phase JP Nagar,2980.0,4.0,2.0,260.0,3,8724.832214765102
Jakkur,1819.18,3.0,2.0,168.0,3,9234.930023417144
RMV Extension,2000.0,3.0,1.0,175.0,3,8750.0
R.T. Nagar,1500.0,2.0,0.0,230.0,2,15333.333333333334
HBR Layout,1783.0,3.0,2.0,125.0,3,7010.656197420079
VHBCS Layout,1353.0,2.0,2.0,110.0,3,8130.081300813008
Pai Layout,1100.0,2.0,2.0,50.0,2,4545.454545454545
Chikkathoguru,1500.0,1.0,1.0,19.5,1,1300.0
Green Glen Layout,1751.0,2.0,1.0,115.0,3,6567.675613934895
Raja Rajeshwari Nagara,1537.0,3.0,2.0,81.0,3,5270.006506180872
Dairy Circle,2048.0,3.0,2.0,206.0,3,10058.59375
Kothanur,9600.0,5.0,2.0,550.0,5,5729.166666666667
Yelahanka New Town,600.0,2.0,2.0,80.0,2,13333.333333333334
Chikkalasandra,1224.0,2.0,2.0,45.0,2,3676.470588235294
Kanakpura Road,1309.0,2.0,3.0,64.39,2,4919.022154316272
Green Glen Layout,1485.0,3.0,2.0,115.0,3,7744.107744107744
Battarahalli,2700.0,3.0,0.0,75.0,4,2777.777777777778
Laggere,1200.0,3.0,1.0,130.0,3,10833.333333333334
Kadugodi,1711.0,3.0,3.0,75.0,3,4383.4015195791935
Koramangala,1100.0,2.0,2.0,85.0,2,7727.272727272727
Ngef Layout,1415.0,3.0,3.0,78.0,3,5512.367491166077
Devanahalli,1200.0,3.0,1.0,145.0,3,12083.333333333334
Poorna Pragna Layout,1160.0,2.0,1.0,46.39,2,3999.137931034483
Judicial Layout,1200.0,7.0,2.0,199.0,7,16583.333333333332
Doddabommasandra,1550.0,2.0,3.0,70.0,3,4516.129032258064
Ulsoor,2500.0,4.0,0.0,170.0,4,6800.0
Thanisandra,1220.0,2.0,1.0,43.92,2,3600.0
Shanti Nagar,420.0,1.0,1.0,25.0,2,5952.380952380952
Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2,5000.0
7th Phase JP Nagar,1187.0,2.0,1.0,59.0,2,4970.513900589722
Gubbalala,2000.0,3.0,3.0,125.0,3,6250.0
Yelahanka,1075.0,2.0,1.0,42.0,3,3906.9767441860463
Rajaji Nagar,1800.0,2.0,2.0,250.0,3,13888.888888888889
Thanisandra,1265.0,2.0,2.0,82.0,2,6482.213438735178
Anand Nagar,1080.0,2.0,2.0,75.0,3,6944.444444444444
Raja Rajeshwari Nagar,1350.0,4.0,3.0,340.0,4,25185.185185185182
Haralur Road,1810.0,3.0,2.0,112.0,3,6187.845303867403
LB Shastri Nagar,1184.0,2.0,1.0,62.0,2,5236.486486486487
Bommanahalli,1250.0,3.0,2.0,55.0,3,4400.0
Kanakpura Road,1700.0,3.0,2.0,75.0,3,4411.764705882353
Hebbal,1328.0,2.0,2.0,60.0,3,4518.0722891566265
Yelahanka,654.0,1.0,1.0,38.0,1,5810.397553516819
Medi Agrahara,1350.0,4.0,2.0,85.0,4,6296.2962962962965
Haralur Road,1810.0,3.0,2.0,97.83,3,5404.972375690608
Kanakpura Road,1135.0,2.0,1.0,56.74,2,4999.1189427312775
Begur Road,1160.0,2.0,2.0,42.0,2,3620.689655172414
Hebbal,1349.0,2.0,1.0,98.2,2,7279.466271312083
Electronic City Phase II,1252.0,2.0,3.0,65.0,3,5191.693290734825
Kamakshipalya,1500.0,2.0,2.0,52.0,3,3466.6666666666665
Basaveshwara Nagar Yelahanka,1680.0,3.0,2.0,85.0,3,5059.523809523809
Yelenahalli,1200.0,2.0,2.0,45.6,2,3800.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2,3852.596314907873
Kothanur,1847.0,3.0,2.0,105.0,3,5684.89442338928
Mangammanapalya,1058.0,2.0,2.0,60.0,2,5671.077504725898
Talaghattapura,1100.0,2.0,0.0,32.0,2,2909.090909090909
Shikaripalya,1285.0,2.0,2.0,45.0,3,3501.9455252918287
Old Madras Road,1425.0,2.0,2.0,94.0,3,6596.491228070176
Harlur,1197.0,2.0,1.0,79.0,2,6599.832915622389
Bellandur,2400.0,3.0,2.0,115.0,3,4791.666666666667
Electronic City,1175.0,2.0,1.0,47.0,2,4000.0
Chikkalasandra,1070.0,2.0,1.0,42.8,2,4000.0
Wilson Garden,1125.0,2.0,1.0,75.0,2,6666.666666666667
Whitefield,2225.0,3.0,3.0,115.0,3,5168.539325842697
Kaggadasapura,2500.0,5.0,1.0,120.0,3,4800.0
Hennur,1420.0,2.0,1.0,62.0,2,4366.197183098591
Saptagiri Layout,1100.0,2.0,2.0,44.0,2,4000.0
Iblur Village,3596.0,5.0,1.0,279.0,4,7758.620689655172
Sultan Palaya,1713.0,3.0,3.0,125.0,3,7297.139521307648
Bharathi Nagar,1349.0,2.0,2.0,56.7,2,4203.113417346182
BCC Layout,1200.0,6.0,2.0,235.0,7,19583.33333333333
Hosur Road,1510.0,2.0,1.0,105.0,3,6953.64238410596
Nagavara,936.0,2.0,0.0,40.2,2,4294.871794871795
Gkvk Layout,1200.0,4.0,2.0,180.0,3,15000.0
Horamavu Banaswadi,1081.0,2.0,1.0,52.0,2,4810.360777058279
B Narayanapura,1765.0,3.0,2.0,77.27,3,4377.903682719547
